15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
15.0,43.378906250424926,64.61914062553582,75.00000000056552,78.84765625042171,79.08203125041516,79.15039062541229,79.16015625041189,79.16015625041189,79.16015625041189,79.16015625041189,79.16015625041189,79.16015625041189,79.16015625041189,79.16015625041189,79.1503906254123,79.08203125041516,78.84765625042171,75.00000000056552,64.6191406255358,43.378906250424926,15.0
15.0,64.61914062553582,101.60156250064199,119.83398437564095,126.64062500039995,127.25585937539107,127.50000000038395,127.56835937538118,127.57812500038018,127.57812500038018,127.57812500038018,127.57812500038018,127.57812500038018,127.57812500038018,127.56835937538118,127.50000000038396,127.25585937539107,126.64062500039995,119.83398437564095,101.601562500642,64.61914062553582,15.0
15.0,75.00000000056552,119.83398437564095,142.32421875059276,150.9765625003142,152.2070312503057,152.82226562529593,153.06640625028948,153.13476562528615,153.14453125028518,153.14453125028518,153.14453125028518,153.14453125028518,153.13476562528615,153.06640625028948,152.82226562529593,152.2070312503057,150.9765625003142,142.32421875059276,119.83398437564095,75.00000000056552,15.0
15.0,78.84765625042171,126.64062500039992,150.97656250031423,160.78125000003405,162.83203125003027,164.06250000002032,164.67773437501364,164.92187500000895,164.99023437500654,165.0,165.0,164.99023437500654,164.92187500000895,164.67773437501364,164.06250000002032,162.83203125003027,160.78125000003405,150.9765625003142,126.64062500039992,78.84765625042171,15.0
15.0,79.08203125041517,127.25585937539107,152.20703125030573,162.83203125003024,165.78125000003405,167.83203125003027,169.06250000002032,169.67773437501364,169.92187500000895,169.99023437500654,169.99023437500654,169.92187500000895,169.6777343750136,169.06250000002032,167.83203125003024,165.78125000003405,162.83203125003024,152.20703125030573,127.25585937539107,79.08203125041516,15.0
15.0,79.1503906254123,127.50000000038395,152.82226562529593,164.06250000002032,167.83203125003024,170.78125000003405,172.83203125003027,174.06250000002032,174.67773437501364,174.9121093750098,174.9121093750098,174.67773437501364,174.0625000000203,172.83203125003024,170.78125000003405,167.83203125003024,164.06250000002032,152.82226562529593,127.50000000038395,79.1503906254123,15.0
15.0,79.16015625041189,127.56835937538116,153.06640625028948,164.67773437501364,169.06250000002032,172.83203125003024,175.78125000003408,177.83203125003024,179.05273437502092,179.59960937501594,179.59960937501594,179.0527343750209,177.83203125003024,175.78125000003405,172.83203125003024,169.06250000002032,164.67773437501364,153.06640625028948,127.56835937538116,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.13476562528615,164.92187500000895,169.67773437501364,174.06250000002032,177.83203125003024,180.77148437503448,182.7539062500336,183.74023437503186,183.74023437503186,182.7539062500336,180.77148437503445,177.83203125003024,174.06250000002032,169.67773437501364,164.92187500000895,153.13476562528615,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.14453125028518,164.99023437500654,169.92187500000895,174.67773437501364,179.05273437502092,182.7539062500336,185.45898437504383,186.8945312500486,186.8945312500486,185.4589843750438,182.7539062500336,179.05273437502092,174.67773437501364,169.92187500000895,164.99023437500654,153.14453125028518,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.14453125028518,165.0,169.99023437500654,174.9121093750098,179.59960937501594,183.74023437503183,186.8945312500486,188.61328125006173,188.61328125006173,186.8945312500486,183.74023437503183,179.59960937501592,174.9121093750098,169.99023437500654,165.0,153.14453125028518,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.14453125028518,165.0,169.99023437500654,174.9121093750098,179.59960937501594,183.74023437503186,186.8945312500486,188.61328125006173,188.61328125006173,186.8945312500486,183.74023437503183,179.59960937501592,174.9121093750098,169.99023437500654,165.0,153.14453125028518,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.14453125028518,164.99023437500654,169.92187500000895,174.67773437501364,179.0527343750209,182.7539062500336,185.4589843750438,186.8945312500486,186.8945312500486,185.45898437504383,182.7539062500336,179.05273437502092,174.67773437501364,169.92187500000895,164.99023437500654,153.14453125028518,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.57812500038017,153.13476562528615,164.92187500000895,169.6777343750136,174.0625000000203,177.83203125003024,180.77148437503445,182.7539062500336,183.74023437503186,183.74023437503183,182.75390625003362,180.77148437503445,177.83203125003024,174.06250000002032,169.67773437501364,164.92187500000895,153.13476562528615,127.57812500038017,79.16015625041189,15.0
15.0,79.16015625041189,127.56835937538116,153.06640625028948,164.67773437501364,169.0625000000203,172.83203125003024,175.78125000003405,177.83203125003024,179.05273437502092,179.59960937501592,179.59960937501592,179.05273437502092,177.83203125003024,175.78125000003408,172.83203125003024,169.06250000002032,164.67773437501364,153.06640625028948,127.56835937538116,79.16015625041189,15.0
15.0,79.1503906254123,127.50000000038395,152.82226562529596,164.06250000002032,167.83203125003024,170.78125000003408,172.83203125003024,174.06250000002032,174.67773437501364,174.9121093750098,174.9121093750098,174.67773437501364,174.06250000002032,172.83203125003024,170.78125000003408,167.83203125003024,164.06250000002032,152.82226562529593,127.50000000038395,79.15039062541229,15.0
15.0,79.08203125041517,127.25585937539108,152.2070312503057,162.83203125003027,165.78125000003405,167.83203125003024,169.06250000002032,169.67773437501364,169.92187500000895,169.99023437500654,169.99023437500654,169.92187500000895,169.67773437501364,169.06250000002032,167.83203125003024,165.78125000003405,162.83203125003027,152.2070312503057,127.25585937539108,79.08203125041517,15.0
15.0,78.8476562504217,126.64062500039995,150.9765625003142,160.78125000003405,162.83203125003024,164.06250000002032,164.67773437501364,164.92187500000895,164.99023437500654,165.0,165.0,164.99023437500654,164.92187500000895,164.67773437501364,164.06250000002032,162.83203125003024,160.78125000003405,150.9765625003142,126.64062500039992,78.84765625042171,15.0
15.0,79.92187500036079,127.0507812503409,149.7460937502841,157.8417968750298,159.06250000002032,159.67773437501364,159.92187500000895,159.99023437500654,160.0,160.0,160.0,160.0,159.99023437500654,159.92187500000895,159.67773437501364,159.06250000002032,157.8417968750298,149.7460937502841,127.05078125034089,79.92187500036079,15.0
15.0,88.57421875023157,134.7656250002084,149.32617187517792,154.14062500001745,154.6875000000128,154.92187500000895,154.99023437500654,155.0,155.0,155.0,155.0,155.0,155.0,154.99023437500654,154.92187500000895,154.6875000000128,154.14062500001745,149.32617187517792,134.7656250002084,88.57421875023157,15.0
15.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,15.0

