0,-90.048743,-0.839876
10,-90.040743,-0.829845999
20,-90.03274299,-0.819755992
30,-90.02474298,-0.809605973
40,-90.01674297,-0.799395936
50,-90.00874294,-0.789125875
60,-90.00074292,-0.778795784
70,-89.99274288,-0.768405657
80,-89.98474283,-0.757955488
90,-89.97674277,-0.747445271
100,-89.9687427,-0.736875
110,-89.96074261,-0.726244669
120,-89.9527425,-0.715554272
130,-89.94474238,-0.704803803
140,-89.93674222,-0.693993256
150,-89.92874204,-0.683122625
160,-89.92074183,-0.672191904
170,-89.91274159,-0.661201087
180,-89.9047413,-0.650150168
190,-89.89674097,-0.639039141
200,-89.8887406,-0.627868
210,-89.88074017,-0.616636739
220,-89.87273969,-0.605345352
230,-89.86473914,-0.593993833
240,-89.85673853,-0.582582176
250,-89.84873784,-0.571110375
260,-89.84073708,-0.559578424
270,-89.83273623,-0.547986317
280,-89.82473529,-0.536334048
290,-89.81673425,-0.524621611
300,-89.8087331,-0.512849
310,-89.80073184,-0.501016209
320,-89.79273047,-0.489123232
330,-89.78472896,-0.477170063
340,-89.77672732,-0.465156696
350,-89.76872554,-0.453083125
360,-89.76072361,-0.440949344
370,-89.75272152,-0.428755347
380,-89.74471926,-0.416501128
390,-89.73671682,-0.404186681
400,-89.7287142,-0.391812
410,-89.72071138,-0.379377079
420,-89.71270836,-0.366881912
430,-89.70470511,-0.354326493
440,-89.69670165,-0.341710816
450,-89.68869794,-0.329034875
460,-89.68069399,-0.316298664
470,-89.67268979,-0.303502177
480,-89.66468531,-0.290645408
490,-89.65668055,-0.277728351
500,-89.6486755,-0.264751
510,-89.64067015,-0.251713349
520,-89.63266448,-0.238615392
530,-89.62465848,-0.225457123
540,-89.61665214,-0.212238536
550,-89.60864544,-0.198959625
560,-89.60063838,-0.185620384
570,-89.59263094,-0.172220807
580,-89.58462311,-0.158760888
590,-89.57661486,-0.145240621
600,-89.5686062,-0.13166
610,-89.5605971,-0.118019019
620,-89.55258755,-0.104317672
630,-89.54457753,-0.090555953
640,-89.53656704,-0.076733856
650,-89.52855604,-0.062851375
660,-89.52054454,-0.048908504
670,-89.51253251,-0.034905237
680,-89.50451994,-0.020841568
690,-89.49650681,-0.006717491
700,-89.4884931,0.007467
710,-89.4804788,0.021711911
720,-89.47246389,0.036017248
730,-89.46444836,0.050383017
740,-89.45643218,0.064809224
750,-89.44841534,0.079295875
760,-89.44039783,0.093842976
770,-89.43237961,0.108450533
780,-89.42436068,0.123118552
790,-89.41634102,0.137847039
800,-89.4083206,0.152636
810,-89.40029941,0.167485441
820,-89.39227743,0.182395368
830,-89.38425464,0.197365787
840,-89.37623102,0.212396704
850,-89.36820654,0.227488125
860,-89.3601812,0.242640056
870,-89.35215496,0.257852503
880,-89.34412782,0.273125472
890,-89.33609974,0.288458969
900,-89.3280707,0.303853
910,-89.32004069,0.319307571
920,-89.31200968,0.334822688
930,-89.30397765,0.350398357
940,-89.29594458,0.366034584
950,-89.28791044,0.381731375
960,-89.27987522,0.397488736
970,-89.27183889,0.413306673
980,-89.26380142,0.429185192
990,-89.2557628,0.445124299
1000,-89.247723,0.461124
1010,-89.23968824,0.477185274
1020,-89.23160851,0.493303935
1030,-89.22353295,0.509482397
1040,-89.21551059,0.525726168
1050,-89.20749817,0.542031046
1060,-89.19943852,0.558393925
1070,-89.1914041,0.574818499
1080,-89.18335025,0.591303311
1090,-89.17530731,0.607848989
1100,-89.1672547,0.624455
1110,-89.15920235,0.641121755
1120,-89.15114484,0.65784893
1130,-89.14308837,0.674637001
1140,-89.13502801,0.691485562
1150,-89.12696786,0.708394913
1160,-89.11890584,0.725364931
1170,-89.11084154,0.742395617
1180,-89.10277658,0.759487041
1190,-89.09470928,0.776639155
1200,-89.0866406,0.793852
1210,-89.07857011,0.811125559
1220,-89.07049787,0.828459846
1230,-89.06242381,0.845854863
1240,-89.05434787,0.863310616
1250,-89.0462703,0.880827123
1260,-89.03819076,0.898404376
1270,-89.03010928,0.916042382
1280,-89.02202587,0.933741152
1290,-89.01394048,0.951500688
1300,-89.0058531,0.969321
1310,-88.99776368,0.987202091
1320,-88.9896722,1.005143968
1330,-88.98157862,1.023146637
1340,-88.97348291,1.041210105
1350,-88.96538506,1.059334376
1360,-88.95728499,1.077519456
1370,-88.94918271,1.095765353
1380,-88.94107817,1.114072072
1390,-88.93297135,1.132439619
1400,-88.9248622,1.150868
1410,-88.9167507,1.169357221
1420,-88.9086368,1.187907288
1430,-88.90052049,1.206518207
1440,-88.89240171,1.225189984
1450,-88.88428044,1.243922625
1460,-88.87615665,1.262716136
1470,-88.86803029,1.281570523
1480,-88.85990134,1.300485792
1490,-88.85176975,1.319461949
1500,-88.8436355,1.338499
1510,-88.83549854,1.357596951
1520,-88.82735884,1.376755808
